Name,Year_of_Release,Genre,Platform_Name,Publisher_Name
Mobile Suit Gundam,1995,Action,PS,Namco Bandai Games
Super Famista 4,1995,Sports,SNES,Namco Bandai Games
Cyber Troopers Virtual-On,1995,Fighting,SAT,Sega
Mario no Super Picross,1995,Puzzle,SNES,Nintendo
Fighting Vipers,1995,Fighting,SAT,Sega
Shin Megami Tensei: Devil Summoner,1995,Role-Playing,SAT,Atlus
Dai-4-Ji Super Robot Taisen,1995,Strategy,SNES,Banpresto
Panzer Dragoon,1995,Shooter,SAT,Sega
Boxer's Road,1995,Fighting,PS,New
Mega Man X3,1995,Action,SNES,Laguna
Iron Storm,1995,Shooter,SAT,Sega
Night Warriors: Darkstalkers' Revenge,1995,Fighting,SAT,Virgin Interactive
Shin Nippon Pro Wrestling: Toukon Retsuden,1995,Fighting,PS,Tomy Corporation
Kirby's Block Ball,1995,Puzzle,GB,Nintendo
Extreme Pinball,1995,Misc,PS,Electronic Arts
NBA ShootOut,1995,Sports,PS,Sony Computer Entertainment
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,1995,Platform,SNES,Konami Digital Entertainment
Panzer Dragoon II Zwei,1995,Shooter,SAT,Sega
Gameboy Gallery,1995,Misc,GB,Nintendo
Jumping Flash!,1995,Platform,PS,Sony Computer Entertainment
Blazing Heroes,1995,Role-Playing,SAT,Sega
Winning Post 2,1995,Sports,SNES,Tecmo Koei
Far East of Eden Zero,1995,Role-Playing,SNES,Hudson Soft
Guardian Heroes,1995,Role-Playing,SAT,Sega
Super Fire ProWrestling X,1995,Fighting,SNES,Human Entertainment
The King of Fighters '95,1995,Fighting,SAT,SNK Playmore
Mega Man 7,1995,Platform,SNES,Laguna
NBA In The Zone,1995,Sports,PS,Konami Digital Entertainment
Nichibutsu Arcade Classics,1995,Misc,SNES,Nichibutsu
Jikkyou Powerful Pro Yakyuu 2,1995,Sports,SNES,Konami Digital Entertainment
Final Doom,1995,Shooter,PS,GT Interactive
Super Nazo Puyo: Ruruu no Ruu,1995,Puzzle,SNES,Banpresto
Panzer General,1995,Strategy,PS,Mindscape
Namco Tennis Smash Court,1995,Sports,PS,Sony Computer Entertainment
PGA Tour 96,1995,Sports,PS,Electronic Arts
Virtua Fighter Kids,1995,Fighting,SAT,Sega
The Raiden Project,1995,Shooter,PS,Ocean
Kanzen Chuuki Pro Yakyuu Greatest Nine,1995,Sports,SAT,Sega
Dragon Ball Z Hyper Dimension,1995,Fighting,SNES,Namco Bandai Games
X-Men: Children of the Atom,1995,Fighting,SAT,Acclaim Entertainment
SD Gundam GNext,1995,Strategy,SNES,Namco Bandai Games
Bust-A-Move 2 Arcade Edition,1995,Puzzle,PS,Acclaim Entertainment
GunGriffon,1995,Simulation,SAT,Sega
College Slam,1995,Sports,PS,Acclaim Entertainment
Super Real Mahjong P V,1995,Misc,SAT,Seta Corporation
Street Fighter: The Movie,1995,Fighting,PS,Acclaim Entertainment
Space Griffon VF-9,1995,Role-Playing,PS,Panther Software
Off-World Interceptor Extreme,1995,Racing,PS,Crystal Dynamics
King's Field,1995,Role-Playing,PS,Sony Computer Entertainment
International Superstar Soccer Deluxe,1995,Sports,SNES,Konami Digital Entertainment
FIFA Soccer 96,1995,Sports,PS,Electronic Arts
StarBlade ?,1995,Shooter,PS,Sony Computer Entertainment
J-League Victory Goal,1995,Sports,SAT,Sega
Wizardry VII: Gadeia no Houshu,1995,Role-Playing,PS,Sony Computer Entertainment
Epidemic,1995,Shooter,PS,Sony Computer Entertainment
Agile Warrior F-111X,1995,Simulation,PS,Virgin Interactive
Doukyuusei,1995,Adventure,TG16,NEC
Cyber Sled,1995,Action,PS,Sony Computer Entertainment
In the Hunt,1995,Shooter,PS,THQ
Daytona USA Championship Circuit Edition,1995,Racing,SAT,Sega
Sentou Kokka Air Land Battle,1995,Strategy,PS,Sony Computer Entertainment
Disruptor,1995,Shooter,PS,Interplay
Namco Soccer Prime Goal,1995,Sports,PS,Sony Computer Entertainment
Mystic Ark,1995,Role-Playing,SNES,Enix Corporation
World Cup Golf: Professional Edition,1995,Sports,PS,U.S. Gold
Detana TwinBee Yahho! Deluxe Pack,1995,Shooter,SAT,Konami Digital Entertainment
High Velocity: Mountain Racing Challenge,1995,Racing,SAT,Atlus
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,1995,Misc,SAT,Sega
Sengoku Cyber: Fujimaru Jigokuhen,1995,Strategy,PS,Sony Computer Entertainment
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,1995,Misc,SAT,Sega
Victory Zone,1995,Misc,PS,Sony Computer Entertainment
Hyper Formation Soccer,1995,Sports,PS,Human Entertainment
Carnage Heart,1995,Strategy,PS,Sony Computer Entertainment
Virtual Hydlide,1995,Role-Playing,SAT,Sega
Project: Horned Owl,1995,Shooter,PS,Sony Computer Entertainment
Dragon Ball Z Super Gokuden: Kakusei-Hen,1995,Role-Playing,SNES,Namco Bandai Games
D,1995,Adventure,PS,Acclaim Entertainment
Wizardry VI: Bane of the Cosmic Forge,1995,Role-Playing,SNES,ASCII Entertainment
Revolution X,1995,Shooter,PS,Acclaim Entertainment
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,1995,Fighting,PS,Atlus
Shellshock,1995,Action,PS,Core Design Ltd.
Darius Gaiden,1995,Shooter,SAT,Acclaim Entertainment
Idol Janshi Suchie-Pai Remix,1995,Misc,SAT,Jaleco
Zero4 Champ RR-Z,1995,Racing,SNES,Media Rings
Derby Jockey 2,1995,Sports,SNES,Asmik Corp
Terranigma,1995,Role-Playing,SNES,Nintendo
X-COM: UFO Defense,1995,Strategy,PS,Microprose
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,1995,Misc,SAT,Sega
Shockwave Assault,1995,Simulation,PS,Electronic Arts
Rapid Reload,1995,Shooter,PS,Sony Computer Entertainment
Castlevania Dracula X,1995,Platform,SNES,Konami Digital Entertainment
Dragon Ball Z: Shin Butouden,1995,Fighting,SAT,Namco Bandai Games
Cyberia,1995,Action,PS,Interplay
Princess Maker 2,1995,Simulation,SAT,Micro Cabin
Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,1995,Misc,SAT,Sega
Blades of Blood: Samurai Shodown III,1995,Fighting,PS,Sony Computer Entertainment
Slam 'n Jam '96 featuring Magic & Kareem,1995,Sports,PS,Crystal Dynamics
Samurai Shodown III,1995,Fighting,NG,SNK
Tempest 3X,1995,Shooter,PS,Interplay
A-Train,1995,Simulation,PS,Sony Computer Entertainment
Striker 96,1995,Sports,PS,Time Warner Interactive
GOTHA: Ismailia Seneki,1995,Strategy,SAT,Sega
Krazy Ivan,1995,Simulation,PS,Psygnosis
Quo Vadis,1995,Strategy,SAT,Glams
Hang On GP,1995,Racing,SAT,Sega
Viewpoint,1995,Shooter,PS,Electronic Arts
Space Hulk: Vengeance of the Blood Angels,1995,Shooter,PS,Electronic Arts
Super Real Mahjong Graffiti,1995,Misc,SAT,Seta Corporation
DefCon 5,1995,Shooter,PS,Psygnosis
Bubble Bobble also featuring Rainbow Islands,1995,Puzzle,PS,Acclaim Entertainment
Star Fighter,1995,Shooter,PS,Telstar
A llI S.V.: A Ressha de Gyoukou 3 Super Version,1995,Simulation,SNES,Pack-In-Video
Kekkon: Marriage,1995,Adventure,SAT,Shogakukan
3D Lemmings,1995,Puzzle,PS,Psygnosis
Tenchi Muyou! Ryoukouki Gokuraku,1995,Adventure,SAT,Yumedia
Policenauts,1995,Adventure,3DO,Konami Digital Entertainment
Zero Divide,1995,Fighting,PS,Ocean
Doraemon 4: Nobita to Toki no Okoku,1995,Platform,SNES,Epoch
Gunbird,1995,Shooter,SAT,Atlus
WWF Wrestlemania: The Arcade Game,1995,Fighting,PS,Acclaim Entertainment
Jirou Akagawa: Majotachi no Nemuri,1995,Adventure,SNES,Pack-In-Video
Hi-Octane: The Track Fights Back!,1995,Racing,PS,Electronic Arts
Philosoma,1995,Shooter,PS,Sony Computer Entertainment
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,1995,Misc,SAT,Sega
Slam Dunk SD Heat Up!!,1995,Sports,SNES,Namco Bandai Games
Baku Baku,1995,Puzzle,SAT,Sega
Jikkyou Oshaberi Parodius,1995,Shooter,SNES,Konami Digital Entertainment
Super Jinsei Game 2,1995,Misc,SNES,Takara
Johnny Bazookatone,1995,Platform,PS,U.S. Gold
Kekkon Zenya,1995,Adventure,SAT,Shogakukan
Block Kuzushi,1995,Puzzle,SNES,Pow
Zoop,1995,Puzzle,PS,MediaQuest
Magic Carpet,1995,Shooter,PS,Electronic Arts
Sotsugyou II: Neo Generation,1995,Simulation,PS,Riverhillsoft
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,1995,Misc,SAT,Sega
Go Go Ackman 3,1995,Platform,SNES,Banpresto
Novastorm,1995,Shooter,PS,Psygnosis
Metal Max Returns,1995,Role-Playing,SNES,Data East
Zen-Nippon GT Senshuken,1995,Racing,SNES,Banpresto
Thoroughbred Breeder II Plus,1995,Simulation,PS,Hect
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,1995,Misc,SAT,Sonnet
Ide Yosuke no Mahjong Kazoku,1995,Misc,PS,Seta Corporation
Night Head: The Labyrinth,1995,Adventure,PS,Fuji
Rampo,1995,Adventure,SAT,Sega
Far East of Eden Shinden,1995,Fighting,NG,Hudson Soft
Daibakushou: Jinsei Gekijou,1995,Misc,SNES,Taito
Konpeki no Kantai,1995,Strategy,SNES,Angel Studios
Robo Pit,1995,Fighting,PS,Kokopeli Digital Studios
Hissatsu Pachinko Collection 3,1995,Misc,SNES,Sunsoft
Battle Arena Toshinden URA,1995,Fighting,SAT,Sega
Darius II,1995,Shooter,SAT,Taito
The Perfect Golf,1995,Sports,PS,Seta Corporation
Hermie Hopperhead: Scrap Panic,1995,Platform,PS,Sony Computer Entertainment
Captain Tsubasa J: The Way to World Youth,1995,Sports,SNES,Namco Bandai Games
Doki Oki,1995,Adventure,PS,Banpresto
America Oudan Ultra-Quiz,1995,Misc,SAT,Victor Interactive
Aquanaut's Holiday,1995,Adventure,PS,Sony Computer Entertainment
Sotsugyou II: Neo Generation Special,1995,Simulation,3DO,Imageworks
Ginga Fukei Densetsu: Sapphire,1995,Shooter,TG16,Hudson Soft
Super Dodge Ball,1995,Sports,NG,Technos Japan Corporation
Psychic Detective,1995,Adventure,PS,Electronic Arts
Pokemon Red/Pokemon Blue,1996,Role-Playing,GB,Nintendo
Super Mario 64,1996,Platform,N64,Nintendo
Mario Kart 64,1996,Racing,N64,Nintendo
Crash Bandicoot,1996,Platform,PS,Sony Computer Entertainment
Tekken 2,1996,Fighting,PS,Sony Computer Entertainment
Microsoft Flight Simulator,1996,Simulation,PC,Microsoft Game Studios
Resident Evil,1996,Action,PS,Virgin Interactive
Tomb Raider,1996,Action,PS,Eidos Interactive
Namco Museum Vol.3,1996,Misc,PS,Sony Computer Entertainment
Resident Evil Director's Cut,1996,Action,PS,Virgin Interactive
Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996,Platform,SNES,Nintendo
Wave Race 64,1996,Racing,N64,Nintendo
Command & Conquer: Red Alert,1996,Strategy,PC,Virgin Interactive
Mortal Kombat Trilogy,1996,Fighting,PS,GT Interactive
Star Wars: Shadows of the Empire,1996,Action,N64,Nintendo
Twisted Metal 2,1996,Racing,PS,Sony Computer Entertainment
Tetris Plus,1996,Puzzle,PS,JVC
Donkey Kong Land II,1996,Platform,GB,Nintendo
Super Mario RPG: Legend of the Seven Stars,1996,Role-Playing,SNES,Nintendo
PaRappa The Rapper,1996,Misc,PS,Sony Computer Entertainment
Jet Moto,1996,Racing,PS,Sony Computer Entertainment
Cruis'n USA,1996,Racing,N64,Nintendo
Diablo,1996,Role-Playing,PC,Activision
Soul Edge,1996,Fighting,PS,Sony Computer Entertainment
Die Hard Trilogy,1996,Shooter,PS,Fox Interactive
NASCAR 98,1996,Racing,PS,Electronic Arts
Tamagotchi,1996,Simulation,GB,Namco Bandai Games
Kirby Super Star,1996,Platform,SNES,Nintendo
2Xtreme,1996,Sports,PS,Sony Computer Entertainment
Dragon Quest III: Soshite Densetsu e...,1996,Role-Playing,SNES,Enix Corporation
Madden NFL 97,1996,Sports,PS,Electronic Arts
TNN Motor Sports Hardcore 4x4,1996,Racing,PS,ASC Games
Reel Fishing,1996,Sports,PS,Natsume
Soviet Strike,1996,Simulation,PS,Electronic Arts
Rage Racer,1996,Racing,PS,Sony Computer Entertainment
Destruction Derby 2,1996,Racing,PS,Psygnosis
Pilotwings 64,1996,Simulation,N64,Nintendo
Arc the Lad II,1996,Role-Playing,PS,Sony Computer Entertainment
Derby Stallion 96,1996,Sports,SNES,ASCII Entertainment
Mega Man X4,1996,Action,PS,Virgin Interactive
NBA Live 97,1996,Sports,PS,Electronic Arts
Wild ARMs,1996,Role-Playing,PS,Sony Computer Entertainment
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,1996,Misc,PS,GT Interactive
Space Jam,1996,Sports,PS,Acclaim Entertainment
Tobal No.1,1996,Fighting,PS,Sony Computer Entertainment
Mini-Yonku Shining Scorpion: Let's & Go!!,1996,Racing,SNES,ASCII Entertainment
Mega Man 8 Anniversary Collector's Edition,1996,Platform,PS,Capcom
Star Wars: Rebel Assault II - The Hidden Empire,1996,Shooter,PS,CTO SpA
NFL GameDay '97,1996,Sports,PS,Sony Computer Entertainment
Street Fighter Alpha 2,1996,Fighting,PS,Virgin Interactive
Casper,1996,Adventure,PS,Interplay
Killer Instinct Gold,1996,Fighting,N64,Nintendo
Andretti Racing,1996,Racing,PS,Electronic Arts
Formula 1,1996,Racing,PS,Psygnosis
Area 51,1996,Shooter,PS,GT Interactive
Contra: Legacy of War,1996,Shooter,PS,Konami Digital Entertainment
WWF in Your House,1996,Fighting,PS,Acclaim Entertainment
Fighters MEGAMiX,1996,Fighting,SAT,Sega
Bahamut Lagoon,1996,Role-Playing,SNES,SquareSoft
Fire Emblem: Seisen no Keifu,1996,Strategy,SNES,Nintendo
Shin Super Robot Taisen,1996,Role-Playing,PS,Banpresto
Sakura Wars,1996,Adventure,SAT,Sega
Top Gun: Fire at Will!,1996,Misc,PS,Microprose
Clock Tower,1996,Adventure,PS,ASCII Entertainment
Jampack Vol. 2,1996,Misc,PS,Sony Computer Entertainment
Wayne Gretzky's 3D Hockey,1996,Sports,N64,Nintendo
International Track & Field,1996,Sports,PS,Konami Digital Entertainment
Dai-4-Ji Super Robot Taisen S,1996,Strategy,PS,Banpresto
Super Famista 5,1996,Sports,SNES,Namco Bandai Games
PoPoLoCrois Monogatari,1996,Role-Playing,PS,Sony Computer Entertainment
Alien Trilogy,1996,Shooter,PS,Acclaim Entertainment
NHL 97,1996,Sports,PS,Electronic Arts
NHL FaceOff '97,1996,Sports,PS,Sony Computer Entertainment
Jikkyou Powerful Pro Yakyuu 3,1996,Sports,SNES,Konami Digital Entertainment
Vandal Hearts,1996,Role-Playing,PS,Konami Digital Entertainment
World Stadium EX,1996,Sports,PS,Namco Bandai Games
Blood Omen: Legacy of Kain,1996,Role-Playing,PS,Crystal Dynamics
Super Bomberman 4,1996,Puzzle,SNES,Hudson Soft
Neon Genesis Evangelion,1996,Adventure,SAT,Sega
NiGHTS into dreams...,1996,Platform,SAT,Sega
Cool Boarders,1996,Sports,PS,Sony Computer Entertainment
E0: Enemy Zero,1996,Adventure,SAT,Sega
NASCAR Racing,1996,Racing,PS,Pioneer LDC
Pro Pinball,1996,Misc,PS,Empire Interactive
Command & Conquer,1996,Strategy,PS,Virgin Interactive
Triple Play 97,1996,Sports,PS,Electronic Arts Victor
Mobile Suit Gundam version 2.0,1996,Action,PS,Namco Bandai Games
Nonomura Byoin no Hitobito,1996,Adventure,SAT,Elf
Picross 2,1996,Puzzle,GB,Nintendo
Fade to Black,1996,Action,PS,Electronic Arts
Tokyo Highway Battle,1996,Racing,PS,Jaleco
NBA Live 96,1996,Sports,PS,Electronic Arts
OverBlood,1996,Action,PS,Electronic Arts
Momotarou Dentetsu Happy,1996,Misc,SNES,Hudson Soft
Alone in the Dark: One-Eyed Jack's Revenge,1996,Adventure,PS,Infogrames
RPG Tsukuru 2,1996,Role-Playing,SNES,ASCII Entertainment
Virtua Cop 2,1996,Shooter,SAT,Sega
Dragon Force,1996,Strategy,SAT,Sega
Star Gladiator Episode: I Final Crusade,1996,Fighting,PS,Virgin Interactive
J-League Victory Goal '96,1996,Sports,SAT,Sega
DX Game of Life,1996,Misc,PS,Takara
MLB Pennant Race,1996,Sports,PS,Sony Computer Entertainment
Namco Museum Vol.2,1996,Misc,PS,Sony Computer Entertainment
PGA Tour 97,1996,Sports,PS,Electronic Arts
Mobile Suit Gundam Side Story I: Senritsu no Blue,1996,Shooter,SAT,Namco Bandai Games
Shin Nippon Pro Wrestling: Toukon Retsuden 2,1996,Fighting,PS,Tomy Corporation
Gunship,1996,Simulation,PS,Microprose
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,1996,Role-Playing,GB,ChunSoft
Battle Arena Toshinden 3,1996,Fighting,PS,Sony Computer Entertainment
King's Field II,1996,Role-Playing,PS,From Software
NCAA Gamebreaker,1996,Sports,PS,Sony Computer Entertainment
J-League Pro Soccer Club wo Tsukurou!,1996,Sports,SAT,Sega
Doukyuusei if,1996,Role-Playing,SAT,NEC
WipEout XL,1996,Racing,PS,Psygnosis
Penny Racers,1996,Racing,PS,Sony Computer Entertainment
Project Overkill,1996,Shooter,PS,Konami Digital Entertainment
Jumping Flash! 2,1996,Platform,PS,Sony Computer Entertainment
Gallop Racer (JP),1996,Sports,PS,Tecmo Koei
Front Mission: Gun Hazard,1996,Role-Playing,SNES,SquareSoft
Lunar: Silver Star Story,1996,Role-Playing,SAT,Kadokawa Shoten
Perfect Weapon,1996,Action,PS,American Softworks
Star Ocean,1996,Role-Playing,SNES,Enix Corporation
Tetris Attack,1996,Puzzle,GB,Nintendo
NFL Quarterback Club 97,1996,Sports,PS,Acclaim Entertainment
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),1996,Sports,N64,Imagineer
NBA Jam Extreme,1996,Sports,PS,Acclaim Entertainment
Pandemonium!,1996,Platform,PS,BMG Interactive Entertainment
NO?L: NOT DiGITAL,1996,Adventure,PS,Pioneer LDC
Bastard!! Utsuro Naru Kamigami no Utsuwa,1996,Role-Playing,PS,Seta Corporation
The King of Fighters '96,1996,Fighting,SAT,SNK
Langrisser III,1996,Strategy,SAT,NCS
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,1996,Shooter,SAT,Namco Bandai Games
Ogre Battle Saga Episode Five: The March of the Black Queen,1996,Role-Playing,PS,ArtDink
Snowboard Kids,1996,Sports,N64,Atlus
Treasure Hunter G,1996,Role-Playing,SNES,SquareSoft
Namco Museum Vol.4,1996,Misc,PS,Sony Computer Entertainment
Dragon Ball Z: Idainaru Dragon Ball Densetsu,1996,Fighting,PS,Namco Bandai Games
Parlor! Mini 4,1996,Misc,SNES,Nippon Telenet
J-League Excite Stage '96,1996,Sports,SNES,Epoch
Jikkyou J-League Perfect Striker,1996,Sports,N64,Konami Digital Entertainment
Descent,1996,Shooter,PS,Interplay
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,1996,Sports,SNES,Konami Digital Entertainment
Allied General,1996,Strategy,PS,SSI
Hexen,1996,Shooter,N64,GT Interactive
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),1996,Sports,N64,Imagineer
Warhammer: Shadow of the Horned Rat,1996,Strategy,PS,Mindscape
Bubsy 3D,1996,Platform,PS,Accolade
Jampack Vol. 1,1996,Misc,PS,Sony Computer Entertainment
Time Commando,1996,Action,PS,Adeline Software
Bomberman B-Daman,1996,Shooter,SNES,Hudson Soft
Reloaded,1996,Action,PS,Gremlin Interactive Ltd
VR Golf '97,1996,Sports,PS,Gremlin Interactive Ltd
Tokimeki Memorial: Private Collection,1996,Misc,PS,Konami Digital Entertainment
Nobunaga no Yabou: Tenshoki,1996,Strategy,SNES,Tecmo Koei
Wonder Project J2: Koruro no Mori no Josette,1996,Simulation,N64,Enix Corporation
FIFA Soccer 97,1996,Sports,PS,Electronic Arts
Psychic Force,1996,Fighting,PS,Acclaim Entertainment
Street Racer,1996,Racing,PS,Ubisoft
The Incredible Hulk: The Pantheon Saga,1996,Action,PS,Eidos Interactive
Wing Commander III: Heart of the Tiger,1996,Action,PS,Electronic Arts
Namco Museum Vol.5,1996,Misc,PS,Sony Computer Entertainment
Saturn Bomberman,1996,Puzzle,SAT,Sega
Rudra no Hihou,1996,Role-Playing,SNES,SquareSoft
Blazing Dragons,1996,Adventure,PS,Crystal Dynamics
Iron & Blood,1996,Fighting,PS,Acclaim Entertainment
Frank Thomas Big Hurt Baseball,1996,Sports,PS,Acclaim Entertainment
Super Puzzle Fighter II Turbo,1996,Puzzle,PS,Virgin Interactive
Last Bronx,1996,Fighting,SAT,Sega
Black Dawn,1996,Simulation,PS,Virgin Interactive
Criticom,1996,Fighting,PS,Vic Tokai
Fire ProWrestling S: 6Men Scramble,1996,Fighting,SAT,Human Entertainment
San Goku Shi V,1996,Strategy,SAT,Tecmo Koei
Daikaijyuu Monogatari II,1996,Role-Playing,SNES,Hudson Soft
Burning Road,1996,Racing,PS,FunSoft
HardBall 5,1996,Sports,PS,SPS
Tecmo Super Bowl,1996,Sports,PS,Tecmo Koei
NHL Powerplay '96,1996,Sports,PS,Virgin Interactive
Sega Touring Car Championship,1996,Racing,SAT,Sega
Lunacy,1996,Adventure,SAT,Sega
Street Fighter Collection,1996,Fighting,SAT,Capcom
Winter Heat,1996,Sports,SAT,Sega
Goal Storm '97,1996,Sports,PS,Konami Digital Entertainment
Olympic Summer Games: Atlanta 1996,1996,Sports,PS,U.S. Gold
Sword & Sorcery,1996,Role-Playing,SAT,Micro Cabin
Real Bout Garou Densetsu,1996,Fighting,SAT,SNK
Blast Chamber,1996,Shooter,PS,Activision
Virtual Pro Wrestling,1996,Fighting,PS,Asmik Ace Entertainment
Tokimeki Memorial: Taisen Pazurudama,1996,Puzzle,PS,Konami Digital Entertainment
Bogey: Dead 6,1996,Simulation,PS,Sony Computer Entertainment
Return Fire,1996,Strategy,PS,Time Warner Interactive
Saikyou Habu Shogi,1996,Misc,N64,Seta Corporation
Tunnel B1,1996,Action,PS,Ocean
Sotsugyou Crossworld,1996,Simulation,PS,Hearty Robin
Mahjong Master,1996,Misc,N64,Konami Digital Entertainment
Iron Man / X-O Manowar in Heavy Metal,1996,Platform,PS,Acclaim Entertainment
Robotron X,1996,Shooter,PS,GT Interactive
The Space Bar,1996,Adventure,SAT,Sega
Skeleton Warriors,1996,Platform,PS,Virgin Interactive
Sound Novel Tsukuru,1996,Misc,SNES,ASCII Entertainment
NHL Open Ice,1996,Sports,PS,Midway Games
Spot Goes to Hollywood,1996,Platform,PS,Virgin Interactive
Machine Head,1996,Shooter,PS,Eidos Interactive
Tecmo's Deception,1996,Role-Playing,PS,Sunsoft
Strike Point,1996,Simulation,PS,Elite
The Final Round,1996,Sports,PS,Konami Digital Entertainment
Parlor! Mini 2,1996,Misc,SNES,Nippon Telenet
Speed Racer,1996,Racing,PS,Tomy Corporation
Killing Zone,1996,Fighting,PS,Acclaim Entertainment
Tanjou S Debut,1996,Simulation,SAT,NEC Interchannel
Starwinder: The Ultimate Space Race,1996,Racing,PS,Mindscape
Impact Racing,1996,Racing,PS,JVC
Olympic Soccer: Atlanta 1996,1996,Sports,PS,U.S. Gold
Chronicles of the Sword,1996,Adventure,PS,Psygnosis
SD Gundam: Over Galaxian,1996,Shooter,PS,Namco Bandai Games
J-League '96 Dream Stadium,1996,Sports,SNES,Hudson Soft
VR Soccer '96,1996,Sports,PS,Gremlin Interactive Ltd
Crusader: No Remorse,1996,Adventure,PS,Electronic Arts
Garou Densetsu 3: Road to the Final Victory,1996,Fighting,SAT,SNK
Assault Rigs,1996,Action,PS,Electronic Arts Victor
Shin Fortune Quest: Sokutaku no Kishi,1996,Misc,PS,Media Works
Dark Half,1996,Role-Playing,SNES,Enix Corporation
Haunted Casino,1996,Adventure,SAT,Societa
PO'ed,1996,Shooter,PS,Time Warner Interactive
Adidas Power Soccer,1996,Sports,PS,Psygnosis
Art of Fighting 3: The Path of the Warrior,1996,Fighting,NG,SNK
True Pinball,1996,Misc,PS,Ocean
Batman Forever: The Arcade Game,1996,Action,PS,Acclaim Entertainment
3D Baseball,1996,Sports,PS,BMG Interactive Entertainment
PowerSlave,1996,Shooter,PS,BMG Interactive Entertainment
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,1996,Misc,SAT,ASK
DragonHeart: Fire & Steel,1996,Action,PS,Acclaim Entertainment
